displayName                                                                                                                                                                              detailedDescription                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         caption                                                                                description                                                                            documentLink                                                                                                                                                                                 id                                    label                                                                                                                                            learnMoreLink                                                                                                                                                                  recommendationImpact  retirementDate  retirementFeatureName  supportedResourceType
Public API (Azure Sphere) is being retired                                                                                                                                               Azure Sphere Legacy service interfaces, including the Azure Sphere (Legacy) API (also known as PAPI), and the Azure Sphere (Legacy) CLI (also known as azsphere), is being retired.                                                                                                                                                                                                                                                                                                                                                                         Migrate to Azure Sphere (Integrated)                                                   Migrate to Azure Sphere (Integrated)                                                   https://go.microsoft.com/fwlink/?linkid=2289217                                                                                                                                              d76f2201-475e-4397-a654-43390f545dd4  Public API (Azure Sphere) is being retired                                                                                                       https://azure.microsoft.com/updates/v2/Azure-Sphere-Legacy-Interface-Retirement                                                                                                Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Git Repository (API Management) is being retired                                                                                                                                         Support for Git repository  (API Management) is being retired.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              Migrate all your update your Git repository to the APIOps                              Migrate all your update your Git repository to the APIOps                              https://azure.microsoft.com/updates?id=migrate-your-git-repository-to-automated-deployments-with-apiops-by-15-march-2025                                                                     c14f1e1c-e3ff-43b6-8e50-3e2e139b1384  Git Repository (API Management) is being retired                                                                                                 https://azure.microsoft.com/updates/migrate-your-git-repository-to-automated-deployments-with-apiops-by-15-march-2025/                                                         Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Intent Recognition (Speech) is being retired                                                                                                                                             Azure AI Services is restructuring its Speech service features, prioritizing new innovations in line with the introduction of large language models. This shift changed the direction of speech interactions for Voice Commanding scenarios. For these reasons, Intent Recognition is retiring.                                                                                                                                                                                                                                                             Use Speech Recognition with Conversational Language Understanding (CLU) API directly   Use Speech Recognition with Conversational Language Understanding (CLU) API directly   https://go.microsoft.com/fwlink/?linkid=2286680                                                                                                                                              b16300ac-e608-4d6e-8982-f6d2adc751d8  Intent Recognition (Speech) is being retired                                                                                                     https://azure.microsoft.com/updates/v2/Azure-Intent-Recognition-Retirement                                                                                                     Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Creator Service APIs V2 & 2023-03-01-preview is being retired                                                                                                                            Azure Maps Creator Service APIs V2 & 2023-03-01-preview is retiring.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Stop usage of Azure Maps Creator Service APIs V2 & 2023-03-01-preview                  Stop usage of Azure Maps Creator Service APIs V2 & 2023-03-01-preview                  https://azure.microsoft.com/updates?id=azure-maps-creator-services-retirement-on-30-september-2025                                                                                           a309878e-44c1-404c-865b-606ba683549a  Creator Service APIs V2 & 2023-03-01-preview is being retired                                                                                    https://azure.microsoft.com/updates/v2/azure-maps-creator-services-retirement-on-30-september-2025                                                                             Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Helm Repositories (Azure Container Registry) is being retired                                                                                                                            Helm Repositories (Azure Container Registry) is being retired.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              Transition from Helm repositories to OCI Artifacts.                                    Transition from Helm repositories to OCI Artifacts.                                    https://azure.microsoft.com/updates/v2/acr-helm-repositories-retirement                                                                                                                      d87e6106-4052-40af-9194-bd5d2723f920  Helm Repositories (Azure Container Registry) is being retired                                                                                    https://azure.microsoft.com/updates/v2/acr-helm-repositories-retirement                                                                                                        Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Alert-trigger playbooks -Microsoft Sentinel is being retired                                                                                                                             Alert-trigger playbooks -Microsoft Sentinel is being retired.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               Migrate your Microsoft Sentinel alert-trigger playbooks to automation rules            Migrate your Microsoft Sentinel alert-trigger playbooks to automation rules            https://azure.microsoft.com/updates?id=retirement-announcement-assigning-alert-trigger-playbooks-within-microsoft-sentinel-analytics-rules                                                   aa6d0dad-580f-4ec6-8f73-db67c1ee26d6  Alert-trigger playbooks -Microsoft Sentinel is being retired                                                                                     https://azure.microsoft.com/updates/retirement-announcement-assigning-alert-trigger-playbooks-within-microsoft-sentinel-analytics-rules/                                       Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Default outbound access for Simplified node communication pool is being retired                                                                                                          Default outbound access for Simplified node communication pool is being retired.                                                                                                                                                                                                                                                                                                                                                                                                                                                                            Add an explicit outbound access mechanism                                              Add an explicit outbound access mechanism                                              https://learn.microsoft.com/azure/batch/simplified-node-communication-pool-no-public-ip#outbound-access-to-the-internet                                                                      ab201daa-edc4-4481-ba0d-3d9938779f8c  Default outbound access for Simplified node communication pool is being retired                                                                  https://azure.microsoft.com/updates/default-internet-outbound-access-for-simplified-node-communication-batch-pools-without-public-ip-addresses-will-be-retired-on/             Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Windows Server 2019 on AKS hybrid is being retired                                                                                                                                       Windows Server 2019 on AKS hybrid is being retired.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         Migrate to supported version                                                           Migrate to supported version                                                           https://techcommunity.microsoft.com/t5/containers/announcing-the-3-year-retirement-of-windows-server-2019-on-azure/ba-p/3777341                                                              a61b0026-fe7a-49d9-8dbb-91fec640dee6  Windows Server 2019 on AKS hybrid is being retired                                                                                               https://techcommunity.microsoft.com/t5/containers/announcing-the-3-year-retirement-of-windows-server-2019-on-azure/ba-p/3777341                                                Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Log Analytics alert API is being retired                                                                                                                                                 The Log Analytics Alert API is retiring. You must transition to using the Scheduled Query Rules API for log search alerts.                                                                                                                                                                                                                                                                                                                                                                                                                                  Upgrade to the Scheduled Query Rules API                                               Upgrade to the Scheduled Query Rules API                                               https://docs.microsoft.com/azure/azure-monitor/alerts/alerts-log-api-switch                                                                                                                  ac4c2c10-1af3-4224-a316-aff895f4f308  Log Analytics alert API is being retired                                                                                                         https://docs.microsoft.com/azure/azure-monitor/alerts/alerts-log-api-switch                                                                                                    Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Studio v2.1 (Azure Document Intelligence) is being retired                                                                                                                               The Document Intelligence GA API v2.1 is being retired and  you need to migrate to a newer GA API version of Document Intelligence.                                                                                                                                                                                                                                                                                                                                                                                                                         Migrate to a newer GA API version                                                      Migrate to a newer GA API version                                                      https://learn.microsoft.com/azure/ai-services/document-intelligence/versioning/v3-1-migration-guide?view=doc-intel-3.1.0                                                                     b7c8556a-5977-49f2-8db0-b3a0e4252f5c  Studio v2.1 (Azure Document Intelligence) is being retired                                                                                       https://azure.microsoft.com/updates/v2/Azure-Docuement-Intelligence-V2-retirement                                                                                              Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
SQL Server scenarios are being retired                                                                                                                                                   Azure Database Migration Service (classic) - SQL Server scenarios are retiring.                                                                                                                                                                                                                                                                                                                                                                                                                                                                             Migrate to using supported version                                                     Migrate to using supported version                                                     https://azure.microsoft.com/updates?id=retirement-azure-database-migration-service-classic-sql-server-scenarios-deprecation                                                                  b9dad077-2c94-436e-80c5-ed0e1ecd083a  SQL Server scenarios are being retired                                                                                                           https://azure.microsoft.com/updates/retirement-azure-database-migration-service-classic-sql-server-scenarios-deprecation/                                                      Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Virtual Network Injection (Azure Data explorer) is being retired                                                                                                                         Virtual Network Injection feature for Azure Data Explorer is getting retired. Due to its limitations and challenges, we are deprecating this feature and recommending customers to move to a private endpoint-based network security architecture.                                                                                                                                                                                                                                                                                                          Migrate a Virtual Network injected cluster to private endpoints                        Migrate a Virtual Network injected cluster to private endpoints                        https://learn.microsoft.com/azure/data-explorer/security-network-migrate-vnet-to-private-endpoint?tabs=arg%2Cportal                                                                          b33bba9d-6914-466a-8e8f-d086869188c9  Virtual Network Injection (Azure Data explorer) is being retired                                                                                 https://azure.microsoft.com/updates/v2/Deprecation-of-Virtual-Network-Injection-for-Azure-Data-Explorer                                                                        Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Conversation Transcription Multichannel Audio is being retired                                                                                                                           Transition to Speech to Text Diarization enhanced add-on feature                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            Transition to Speech to Text Diarization enhanced add-on feature                       Transition to Speech to Text Diarization enhanced add-on feature                       https://azure.microsoft.com/updates?id=Conversation-Transcription-Multichannel-Diarization-Retirement                                                                                        b10b6d12-f5d6-445a-9009-1ac6228e09fa  Conversation Transcription Multichannel Audio is being retired                                                                                   https://azure.microsoft.com/updates/v2/Conversation-Transcription-Multichannel-Diarization-Retirement                                                                          Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
HTTP Data Collector API is being retired                                                                                                                                                 HTTP Data Collector API is being retired.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   Migrate from the HTTP Data Collector API to the Log Ingestion API                      Migrate from the HTTP Data Collector API to the Log Ingestion API                      https://learn.microsoft.com/azure/azure-monitor/logs/custom-logs-migrate                                                                                                                     e0f4abac-5cd4-4d57-9474-0e86d520b465  HTTP Data Collector API is being retired                                                                                                         https://learn.microsoft.com/azure/azure-monitor/logs/custom-logs-migrate                                                                                                       Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Visual Studio App Center is being retired                                                                                                                                                Visual Studio App Center is retiring.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       Move to alternative solutions                                                          Move to alternative solutions                                                          https://aka.ms/appcenter/retire                                                                                                                                                              b2fc661c-94ec-4fc5-9174-1dc770cd9268  Visual Studio App Center is being retired                                                                                                        https://azure.microsoft.com/updates/visual-studio-app-center-retirement/                                                                                                       Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Open Service Mesh (Azure Kubernetes Service) add-on is being retired                                                                                                                     Open Service Mesh (Azure Kubernetes Service) add-on is being retired.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       Migrate from Open Service Mesh                                                         Migrate from Open Service Mesh                                                         https://learn.microsoft.com/azure/aks/open-service-mesh-istio-migration-guidance                                                                                                             eca2a85b-2fe3-4b16-b5f5-35acebb15830  Open Service Mesh (Azure Kubernetes Service) add-on is being retired                                                                             https://azure.microsoft.com/updates/v2/open-service-mesh-extension-for-aks-retirement                                                                                          Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Speech-to-text REST preview API v3.1-preview.1 is being retired                                                                                                                          Speech-to-text REST preview API v3.1-preview.1 is being retired.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            Migrate code from v3.0 to v3.1 of the REST API                                         Migrate code from v3.0 to v3.1 of the REST API                                         https://learn.microsoft.com/azure/ai-services/speech-service/migrate-v3-0-to-v3-1                                                                                                            ed76767e-3113-4540-872e-0e80fcd3f8d9  Speech-to-text REST preview API v3.1-preview.1 is being retired                                                                                  https://azure.microsoft.com/updates/were-retiring-speechtotext-rest-preview-api-v31preview1-on-may-12-2023/                                                                    Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Default outbound access (Virtual Machines) is being retired                                                                                                                              Default outbound access connectivity for virtual machines in Azure is retiring.                                                                                                                                                                                                                                                                                                                                                                                                                                                                             Disable default outbound access                                                        Disable default outbound access                                                        https://learn.microsoft.com/azure/virtual-network/ip-services/default-outbound-access#how-can-i-transition-to-an-explicit-method-of-public-connectivity-and-disable-default-outbound-access  e3a21ba5-e34b-4614-a718-131670d51e3f  Default outbound access (Virtual Machines) is being retired                                                                                      https://azure.microsoft.com/updates/default-outbound-access-for-vms-in-azure-will-be-retired-transition-to-a-new-method-of-internet-access/                                    Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Classic (Azure Front Door) is being retired                                                                                                                                              Classic (Azure Front Door) is being retired. You need to migrate to Front Door Standard or Premium.                                                                                                                                                                                                                                                                                                                                                                                                                                                         Migrate Azure Front Door (classic) to Standard or Premium tier                         Migrate Azure Front Door (classic) to Standard or Premium tier                         https://learn.microsoft.com/azure/frontdoor/migrate-tier                                                                                                                                     f0d2449d-99ce-4037-86b4-a1e1ace2a6ff  Classic (Azure Front Door) is being retired                                                                                                      https://azure.microsoft.com/updates/azure-front-door-classic-will-be-retired-on-31-march-2027/                                                                                 Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Cluster Configuration with Flux v1 is being retired                                                                                                                                      Cluster Configuration Service that uses Flux v1 is being retired.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           Migrate from Flux v1                                                                   Migrate from Flux v1                                                                   https://aka.ms/migrate-flux-v1-to-v2                                                                                                                                                         f25cd278-11c9-4650-8d57-f15f978b2a25  Cluster Configuration with Flux v1 is being retired                                                                                              https://azure.microsoft.com/updates/migrate-your-gitops-configurations-from-flux-v1-to-flux-v2-by-24-may-2025/                                                                 Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Connector v1 operations (Azure SQL) are being retired                                                                                                                                    Azure SQL Server connector V1 actions and triggers on Logic Apps is retiring. Transition to SQL Server connector V2 actions and triggers by the retirement date.                                                                                                                                                                                                                                                                                                                                                                                            Migrate V1 operations to V2 equivalent                                                 Migrate V1 operations to V2 equivalent                                                 https://learn.microsoft.com/connectors/sql/#migrate-v1-operations-to-v2-equivalent                                                                                                           ff8d9f89-6bc6-451c-8476-a05f3bc59c52  Connector v1 operations (Azure SQL) are being retired                                                                                            https://azure.microsoft.com/updates/sql-server-connector-s-v1-actions-and-triggers-will-be-retired-on-31-march-2024-transition-to-sql-server-connector-s-v2-actio/             Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Conditional Access policies that use only the Require Approved Client App grant is being retired                                                                                         Conditional Access policies that use only the Require Approved Client App grant is retiring.                                                                                                                                                                                                                                                                                                                                                                                                                                                                Migrate approved client app to application protection policy in Conditional Access     Migrate approved client app to application protection policy in Conditional Access     https://learn.microsoft.com/entra/identity/conditional-access/migrate-approved-client-app                                                                                                    f0a802ce-63fa-4343-a7e4-d2f09becb999  Conditional Access policies that use only the Require Approved Client App grant is being retired                                                 https://learn.microsoft.com/entra/identity/conditional-access/migrate-approved-client-app                                                                                      Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Platform Enabled DR for App Service Web Apps is being retired                                                                                                                            Platform Enabled DR for App Service Web Apps is being retired.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              Implement common disaster recovery techniques                                          Implement common disaster recovery techniques                                          https://aka.ms/AppserviceBCDR                                                                                                                                                                f78e684b-03ed-41e1-966e-b6e47494ca07  Platform Enabled DR for App Service Web Apps is being retired                                                                                    https://azure.microsoft.com/updates/action-recommended-implement-disaster-recovery-strategies-for-your-azure-app-service-web-apps-by-31-march-2025/                            Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Spatial API V1 & 2022-08-01 is being retired                                                                                                                                             Azure Maps Spatial APIs V1 & 2022-08-01 is retiring.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Stop usage of Azure Maps Spatial APIs V1 & 2022-08-01                                  Stop usage of Azure Maps Spatial APIs V1 & 2022-08-01                                  https://azure.microsoft.com/updates?id=Azure-Maps-Spatial-APIs-V1-2022-08-01                                                                                                                 f983a0ec-874c-499f-8364-fd1ffc5e917a  Spatial API V1 & 2022-08-01 is being retired                                                                                                     https://azure.microsoft.com/updates/v2/Azure-Maps-Spatial-APIs-V1-2022-08-01                                                                                                   Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
In-process model is being retired                                                                                                                                                        The in-process model for .NET apps in Azure Functions is no longer to be supported. To ensure that your apps that use this model continue being supported, you need to transition to the isolated worker model by that date.                                                                                                                                                                                                                                                                                                                                Migrate .NET apps from the in-process model to the isolated worker model               Migrate .NET apps from the in-process model to the isolated worker model               https://learn.microsoft.com/azure/azure-functions/migrate-dotnet-to-isolated-model?tabs=net8                                                                                                 154820bc-8d6f-44c8-b9ad-c214f16968ad  In-process model is being retired                                                                                                                https://azure.microsoft.com/updates/retirement-support-for-the-inprocess-model-for-net-apps-in-azure-functions-ends-10-november-2026/                                          Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Classic Alerts (Azure Site Recovery) is being retired                                                                                                                                    Classic Alerts (Azure Site Recovery) is being retired. It is recommended to move to Azure Monitor alerts.                                                                                                                                                                                                                                                                                                                                                                                                                                                   Migrate to Azure Monitor Alerts                                                        Migrate to Azure Monitor Alerts                                                        https://learn.microsoft.com/azure/site-recovery/site-recovery-monitor-and-troubleshoot#manage-azure-site-recovery-alerts-in-recovery-services-vault                                          42818b36-2faf-467c-af96-57a37a4ab2ab  Classic Alerts (Azure Site Recovery) is being retired                                                                                            https://azure.microsoft.com/updates/v2/azure-site-recovery-classic-alerts-retirement                                                                                           Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Chef Run_lists and Cookbooks (Azure CycleCloud) are retiring                                                                                                                             The 3rd party open-source version of the Chef software configuration toolkit is end of life (EOL) and is no longer maintained. As a result, the existing Azure CycleCloud feature supporting custom Chef run_lists and cookbooks in cluster-init projects is no longer to be supported.                                                                                                                                                                                                                                                                     Stop using Chef run_lists                                                              Stop using Chef run_lists                                                              https://azure.microsoft.com/updates?id=azure-cyclecloud-support-for-chef-runlists-and-cookbooks-in-clusterinit-projects-is-ending-on-31-march-2025                                           4599fd79-134b-4362-a026-d6a6f290dacc  Chef Run_lists and Cookbooks (Azure CycleCloud) is retiring                                                                                      https://azure.microsoft.com/updates/azure-cyclecloud-support-for-chef-runlists-and-cookbooks-in-clusterinit-projects-is-ending-on-31-march-2025/                               Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Data Registry 2023-06-01 is being retired                                                                                                                                                Azure Maps Data Registry APIs V 06-01-2023 is retiring. To avoid service disruptions, stop usage of Azure Maps Data Registry API V 2023-06-01.                                                                                                                                                                                                                                                                                                                                                                                                              Stop usage of Azure Maps Data Registry API V 2023-06-01                                Stop usage of Azure Maps Data Registry API V 2023-06-01                                https://azure.microsoft.com/updates?id=azure-maps-data-registry-apis-retirement-on-30-september-2025                                                                                         97089a37-e512-4a1e-aea2-76b232080c54  Data Registry 2023-06-01 is being retired                                                                                                        https://azure.microsoft.com/updates/v2/azure-maps-data-registry-apis-retirement-on-30-september-2025                                                                           Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Azure Monitor Experience (HDInsight) is being retired                                                                                                                                    Azure HDInsight is retiring the Log Analytics used in Azure Monitor experience (preview).                                                                                                                                                                                                                                                                                                                                                                                                                                                                   Activate Azure Monitor Agent integration                                               Activate Azure Monitor Agent integration                                               https://go.microsoft.com/fwlink/?linkid=2283572                                                                                                                                              1891a5bc-2db5-45bc-bfa8-4c45c652736b  Azure Monitor Experience (HDInsight) is being retired                                                                                            https://azure.microsoft.com/updates/v2/HDInsight-Azure-Monitor-experience-retirement                                                                                           Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
MySQL v5.7 is being retired                                                                                                                                                              MySQL v5.7 is being retired.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                Upgrade to supported version                                                           Upgrade to supported version                                                           https://learn.microsoft.com/azure/mysql/concepts-version-policy#what-will-happen-to-azure-database-for-mysql-service-after-mysql-community-version-is-retired-in-october-2023                99565ce4-6382-4ab9-a3ae-48b7df76fdb3  MySQL v5.7 is being retired                                                                                                                      https://learn.microsoft.com/azure/mysql/concepts-version-policy#what-will-happen-to-azure-database-for-mysql-service-after-mysql-community-version-is-retired-in-october-2023  Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
