displayName                                                                                           detailedDescription                                                                                                                                                                                                                                                                                                                                                                                                               caption                                                                                              description                                                                                          documentLink                                                                                                                                                                                 id                                    label                                                                                                 learnMoreLink                                                                                                                                                                                          recommendationImpact  retirementDate  retirementFeatureName  supportedResourceType
Service Bus requires using TLS 1.2 or later                                                           To enhance security and provide best-in-class encryption for your data, we require interactions with Azure services to be secured using Transport Layer Security (TLS) 1.2 or later before the retirement date.                                                                                                                                                                                                                   Update the minimum TLS version for the namespace                                                     Update the minimum TLS version for the namespace                                                     https://learn.microsoft.com/azure/service-bus-messaging/transport-layer-security-configure-minimum-version?WT.mc_id=Portal-AppInsightsExtension                                              3944d712-bd2c-473a-bd4d-6e8c8858f087  Service Bus requires using TLS 1.2 or later                                                           https://learn.microsoft.com/azure/service-bus-messaging/transport-layer-security-configure-minimum-version?WT.mc_id=Portal-AppInsightsExtension                                                        High                  <nil>           <nil>                  microsoft.servicebus/namespaces
VpnGw1-5 (Non-Availability Zones SKUs) is being retired.                                              Due to the lack of redundancy, lower availability, and potential higher costs associated with other failover solution; the platform is transitioning all SKUs without availability zones to SKUs with availability zones.                                                                                                                                                                                                         Gateways will be automatically migrated                                                              Gateways will be automatically migrated                                                              https://go.microsoft.com/fwlink/?linkid=2280773                                                                                                                                              4d9ee0c5-6fbd-41d3-864f-b9251c92eebc  VpnGw1-5 (Non-Availability Zones SKUs) is being retired.                                              https://azure.microsoft.com/updates?id=vpngw1-5-non-az-skus-will-be-retired-on-30-september-2026                                                                                                       Medium                <nil>           <nil>                  microsoft.network/virtualnetworkgateways
Basic SKU is being retired                                                                            If you have any Basic SKU public IP addresses deployed in Azure Cloud Services (extended support), those deployments aren't affected by this retirement and you don't need to take any action for them.                                                                                                                                                                                                                           Upgrade to Standard SKU public IP addresses                                                          Upgrade to Standard SKU public IP addresses                                                          https://aka.ms/ipbasictostandard                                                                                                                                                             557fc33a-46a3-4688-9f09-0aa6ae3d38d7  Basic SKU is being retired                                                                            https://azure.microsoft.com/updates?id=upgrade-to-standard-sku-public-ip-addresses-in-azure-by-30-september-2025-basic-sku-will-be-retired                                                             Medium                <nil>           <nil>                  microsoft.network/publicipaddresses
Azure Cosmos DB requires using TLS 1.2 or later                                                       All Cosmos DB database accounts must use Transport Layer Security (TLS) 1.2 or higher                                                                                                                                                                                                                                                                                                                                             Configure TLS 1.2 protocol or higher                                                                 Configure TLS 1.2 protocol or higher                                                                 https://learn.microsoft.com/azure/cosmos-db/self-serve-minimum-tls-enforcement?WT.mc_id=Portal-AppInsightsExtension                                                                          3086bd6c-a257-4577-9401-fa9d1e0ce48a  Azure Cosmos DB requires using TLS 1.2 or later                                                       https://learn.microsoft.com/azure/cosmos-db/self-serve-minimum-tls-enforcement?WT.mc_id=Portal-AppInsightsExtension                                                                                    High                  <nil>           <nil>                  microsoft.documentdb/databaseaccounts
Support for Azure Database for PostgreSQL Single Server Version 11 is being retired                   Migrate your Azure Database for PostgreSQL Single Servers to version 13 or later on Flexible Server                                                                                                                                                                                                                                                                                                                               Migrate to version 13 or higher on Flexible Server                                                   Migrate to version 13 or higher on Flexible Server                                                   https://learn.microsoft.com/azure/postgresql/migrate/whats-happening-to-postgresql-single-server?WT.mc_id=Portal-AppInsightsExtension                                                        8c4045cc-81f1-4970-aa3f-34d6c0be1be8  Support for Azure Database for PostgreSQL Single Server Version 11 is being retired                   https://learn.microsoft.com/azure/postgresql/migrate/whats-happening-to-postgresql-single-server?WT.mc_id=Portal-AppInsightsExtension                                                                  High                  <nil>           <nil>                  microsoft.dbforpostgresql/servers
Azure Synapse for Runtime for Apache Spark 3.3 is being retired.                                      Azure Synapse runtime for Apache Spark 3.3 are retired and disabled.                                                                                                                                                                                                                                                                                                                                                              Upgrade the Apache Spark 3.3-based workloads                                                         Upgrade the Apache Spark 3.3-based workloads                                                         https://learn.microsoft.com/azure/synapse-analytics/spark/apache-spark-version-support#migration-between-apache-spark-versions---support                                                     90fc2705-3d75-44f8-87c2-052e331df519  Azure Synapse for Runtime for Apache Spark 3.3 is being retired.                                      https://azure.microsoft.com/updates?id=Azure-Synapse-runtime-Apache-Spark-3-3-EOS                                                                                                                      High                  <nil>           <nil>                  microsoft.synapse/workspaces/bigdatapools
Inbound NAT rule V1 in Azure Load Balancer is being retired                                           To avoid service disruptions, migrate to Inbound NAT rule V2.                                                                                                                                                                                                                                                                                                                                                                     Migrate to Inbound NAT rule V2                                                                       Migrate to Inbound NAT rule V2                                                                       https://go.microsoft.com/fwlink/?linkid=2286671                                                                                                                                              d349e31e-8e27-4f19-8873-60e9e0eb6a1e  Inbound NAT rule V1 in Azure Load Balancer is being retired                                           https://azure.microsoft.com/updates?id=Retirement-notice-Azure-Load-Balancer-Inbound-NAT-rule-V1-for-Azure-VMs-and-Azure-VMSS-will-be-retired                                                          Medium                <nil>           <nil>                  microsoft.network/loadbalancers
Azure Database for PostgreSQL Single Server is being retired.                                         Use the migration tool to migrate to Azure Database for PostgreSQL Flexible Server                                                                                                                                                                                                                                                                                                                                                Migrate to Azure Database for PostgreSQL Flexible Server                                             Migrate to Azure Database for PostgreSQL Flexible Server                                             https://learn.microsoft.com/azure/postgresql/migrate/migration-service/overview-migration-service-postgresql                                                                                 aeab15f5-b474-46f5-892e-8d60f874d769  Azure Database for PostgreSQL Single Server is being retired.                                         https://azure.microsoft.com/updates?id=azure-database-for-postgresql-single-server-will-be-retired-migrate-to-flexible-server-by-28-march-2025                                                         High                  <nil>           <nil>                  microsoft.dbforpostgresql/servers
Azure Basic Load Balancer is being retired                                                            To keep the workloads appropriately distributed, you need to upgrade to Standard Load Balancer.                                                                                                                                                                                                                                                                                                                                   Upgrade to Standard Load Balancer                                                                    Upgrade to Standard Load Balancer                                                                    https://aka.ms/lbbasictostandard                                                                                                                                                             332e07de-da0d-4ee7-b1c4-ca9016005e1d  Azure Basic Load Balancer is being retired                                                            https://azure.microsoft.com/updates?id=azure-basic-load-balancer-will-be-retired-on-30-september-2025-upgrade-to-standard-load-balancer                                                                Medium                <nil>           <nil>                  microsoft.network/loadbalancers
Azure unmanaged disks are being retired                                                               Migrate your data from Azure unmanaged disk storage to managed disks                                                                                                                                                                                                                                                                                                                                                              Migrate to managed disks                                                                             Migrate to managed disks                                                                             https://learn.microsoft.com/azure/virtual-machines/unmanaged-disks-deprecation?WT.mc_id=Portal-AppInsightsExtension                                                                          2d1f43c1-9d8d-46be-873c-6ddda75636ee  Azure unmanaged disks are being retired                                                               https://learn.microsoft.com/azure/virtual-machines/unmanaged-disks-deprecation?WT.mc_id=Portal-AppInsightsExtension                                                                                    Medium                <nil>           <nil>                  microsoft.compute/virtualmachines
Migrate to Azure Monitor VM insights when Service Map is being retired.                               To monitor connections between servers, processes, inbound and outbound connection latency, and ports across any TCP-connected architecture, you need to migrate to Azure Monitor VM insights.                                                                                                                                                                                                                                    Migrate to Azure Monitor VM insights                                                                 Migrate to Azure Monitor VM insights                                                                 https://learn.microsoft.com/azure/azure-monitor/vm/vminsights-migrate-from-service-map                                                                                                       5da9649e-147b-4762-a5a5-0abea68e0e9b  Migrate to Azure Monitor VM insights when Service Map is being retired.                               https://azure.microsoft.com/updates?id=migrate-to-azure-monitor-vm-insights-by-30-september-2025-when-service-map-will-be-retired                                                                      High                  <nil>           <nil>                  microsoft.operationsmanagement/solutions
End of Support for increase to IP route limit for Basic network features                              An Azure NetApp Files volume using Basic network features is subject to an IP route limit of 1600. IP route limits aren't adjustable. To prevent the IP route limit, migrate volumes to Standard network features from Basic network features.                                                                                                                                                                                    Migrate to Standard network features                                                                 Migrate to Standard network features                                                                 https://aka.ms/standardnetwork                                                                                                                                                               64936c6e-8236-4875-8234-109ab34576fe  End of Support for increase to IP route limit for Basic network features                              https://aka.ms/standardnetwork                                                                                                                                                                         High                  <nil>           <nil>                  microsoft.netapp/netappaccounts/capacitypools/volumes
Application Gateway Web Application Firewall v2 configuration is retiring                             To continue using the service, migrate to Application Gateway WAF v2 Policy before the retirement date.                                                                                                                                                                                                                                                                                                                           Migrate to Application Gateway WAF v2 Policy                                                         Migrate to Application Gateway WAF v2 Policy                                                         https://aka.ms/ConfigUpgrade                                                                                                                                                                 13d4b9e9-e144-4fa6-8d03-38b1c9f2b4a3  Application Gateway Web Application Firewall v2 configuration is retiring                             https://learn.microsoft.com/azure/web-application-firewall/ag/upgrade-ag-waf-policy?tabs=portal#upgrade-waf-v2-with-legacy-waf-configuration-to-waf-policy                                             Medium                <nil>           <nil>                  microsoft.network/applicationgateways
Microsoft.SQL 2014-04-01 stable APIs is being retired                                                 Microsoft.SQL 2014-04-01 stable APIs is being retired.                                                                                                                                                                                                                                                                                                                                                                            Upgrade to a newer version                                                                           Upgrade to a newer version                                                                           https://learn.microsoft.com/rest/api/sql/retirement                                                                                                                                          9d190e63-71f2-4732-994f-bb6074b91e5d  Microsoft.SQL 2014-04-01 stable APIs is being retired                                                 https://learn.microsoft.com/rest/api/sql/retirement                                                                                                                                                    Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
The public preview add-ons feature in Container Apps are being retired                                Container Apps running add-ons are going to be deleted along with associated application data. Transition to Azure-managed services, such as Azure Cache for Redis or Azure Database for PostgreSQL if you�re ready to use a production-level service.                                                                                                                                                                            Transition to Azure Cache for Redis or Azure Database for PostgreSQL                                 Transition to Azure Cache for Redis or Azure Database for PostgreSQL                                 https://aka.ms/aca/addons                                                                                                                                                                    632a1d5b-bce5-46d7-a059-f4476b40f932  The public preview add-ons feature in Container Apps are being retired                                https://azure.microsoft.com/updates/?id=485683                                                                                                                                                         Medium                <nil>           <nil>                  microsoft.app/containerapps
Connector v1 operations (Azure SQL) are being retired                                                 Azure SQL Server connector V1 actions and triggers on Logic Apps is retiring. Transition to SQL Server connector V2 actions and triggers by the retirement date.                                                                                                                                                                                                                                                                  Migrate V1 operations to V2 equivalent                                                               Migrate V1 operations to V2 equivalent                                                               https://learn.microsoft.com/connectors/sql/#migrate-v1-operations-to-v2-equivalent                                                                                                           ff8d9f89-6bc6-451c-8476-a05f3bc59c52  Connector v1 operations (Azure SQL) are being retired                                                 https://azure.microsoft.com/updates/sql-server-connector-s-v1-actions-and-triggers-will-be-retired-on-31-march-2024-transition-to-sql-server-connector-s-v2-actio/                                     Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Relay requires using Transport Layer Security (TLS) 1.2 or later                                      Relay is moving toward requiring the use of the Transport Layer Security (TLS) 1.2 or later                                                                                                                                                                                                                                                                                                                                       Configure TLS 1.2 protocol or higher                                                                 Configure TLS 1.2 protocol or higher                                                                 https://learn.microsoft.com/azure/service-bus-messaging/transport-layer-security-configure-minimum-version                                                                                   01881973-f8da-4c09-bd16-01c89cd3e80a  Relay  requires using Transport Layer Security (TLS)1.2 or later                                      https://learn.microsoft.com/azure/service-bus-messaging/transport-layer-security-configure-minimum-version                                                                                             Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Application Gateway v1 has been retired. Please migrate to Application Gateway v2.                    We announced the deprecation of Application Gateway V1 on April 28, 2023. Starting from April 28, 2026, we are retiring Application Gateway v1 SKU. If you use Application Gateway V1 SKU, start planning your migration to V2 now.                                                                                                                                                                                               Migrate                                                                                              Migrate                                                                                              https://aka.ms/appgw/v1eol                                                                                                                                                                   0e19257e-dcef-4d00-8de1-5fe1ae0fd948  Application Gateway v1 has been retired. Please migrate to Application Gateway v2.                    https://aka.ms/appgw/v1eol                                                                                                                                                                             High                  <nil>           <nil>                  microsoft.network/applicationgateways
Enable auto upgrade on your SHIR                                                                      Auto-upgrade of Self-hosted Integration runtime has been disabled. Know that you are not getting the latest changes and bug fixes on the Self-Hosted Integration runtime. Review them to enable the SHIR auto upgrade                                                                                                                                                                                                             Enable auto upgrade on your SHIR                                                                     Enable auto upgrade on your SHIR                                                                     {adfSHIRLink}                                                                                                                                                                                939b97dc-fdca-4324-ba36-6ea7e1ab399b  Enable auto upgrade on your SHIR                                                                      https://aka.ms/shirexpirynotification                                                                                                                                                                  Medium                <nil>           <nil>                  microsoft.datafactory/factories
The URL ping test capability of the application insights feature for Azure Monitor is being retired.  To ensure you can continue to run single-step availability tests in your application insights resources, transition to standard tests. Ping tests are removed from your resources.                                                                                                                                                                                                                                                Transition to using standard tests                                                                   Transition to using standard tests                                                                   https://learn.microsoft.com/azure/azure-monitor/app/availability?tabs=standard                                                                                                               e877d6d4-e952-4f8a-a4c4-5f90e5ac1da9  The URL ping test capability of the application insights feature for Azure Monitor is being retired.  https://azure.microsoft.com/updates?id=transition-to-using-standard-tests-for-singlestep-availability-testing-in-azure-monitor-application-insights-by-30-september                                    Medium                <nil>           <nil>                  microsoft.insights/webtests
Azure Front door requires using Transport Layer Security (TLS) 1.2 or later                           Azure Front Door is moving toward requiring the use of the Transport Layer Security (TLS) 1.2 or later                                                                                                                                                                                                                                                                                                                            Configure TLS 1.2 protocol or higher                                                                 Configure TLS 1.2 protocol or higher                                                                 https://learn.microsoft.com/azure/frontdoor/end-to-end-tls?pivots=front-door-standard-premium                                                                                                0bd453b5-aef8-4bca-91e1-3622e7aaa631  Azure Front door requires using Transport Layer Security (TLS) 1.2 or later                           https://learn.microsoft.com/azure/frontdoor/end-to-end-tls?pivots=front-door-standard-premium                                                                                                          Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Custom fields is being retired                                                                        Custom fields in Azure Log Analytics are retiring.                                                                                                                                                                                                                                                                                                                                                                                Replace custom fields in Log Analytics workspace with KQL-based custom columns                       Replace custom fields in Log Analytics workspace with KQL-based custom columns                       https://learn.microsoft.com/azure/azure-monitor/logs/custom-fields-migrate                                                                                                                   1fbeed1e-65ca-4f4c-b1f4-8b05ac6193bb  Custom fields is being retired                                                                        https://learn.microsoft.com/azure/azure-monitor/logs/custom-fields-migrate                                                                                                                             Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Classic compute node communication model is being retired                                             Classic compute node communication model is retiring.                                                                                                                                                                                                                                                                                                                                                                             Transition using the Simplified compute node communication model                                     Transition using the Simplified compute node communication model                                     https://aka.ms/ccncmmigration                                                                                                                                                                2a857ec5-3fa1-4e25-8959-05147ffaa66a  Classic compute node communication model is being retired                                             https://azure.microsoft.com/updates/azure-batch-classic-compute-node-communication-model-will-be-retired-on-31-march-2026/                                                                             Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Data Drift (Azure Machine Learning) is being retired                                                  The Azure Machine Learning data drift detection for datasets feature is retiring. Tha platform recommends that you migrate your monitoring jobs to the Azure Machine Learning model monitoring service (v2).                                                                                                                                                                                                                      Migrate your monitoring jobs                                                                         Migrate your monitoring jobs                                                                         https://learn.microsoft.com/azure/machine-learning/how-to-monitor-datasets?view=azureml-api-1&tabs=python                                                                                    2ac4880f-e71e-4292-a1ca-a1951ff54007  Data Drift (Azure Machine Learning) is being retired                                                  https://azure.microsoft.com/updates/v2/Azure-Machine-Learning-Data-Drift-Retirement                                                                                                                    Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Java 2.x SDK (Application Insights) is being retired                                                  Application insights Java 2.X SDK is retiring. The platform recommends you upgrade to OpenTelemetry-based Java 3.X auto-instrumentation.                                                                                                                                                                                                                                                                                          Upgrading from Application Insights Java 2.x SDK                                                     Upgrading from Application Insights Java 2.x SDK                                                     https://learn.microsoft.com/azure/azure-monitor/app/java-standalone-upgrade-from-2x                                                                                                          2c56d4a4-afb6-49cd-9852-6be50349b5ff  Java 2.x SDK (Application Insights) is being retired                                                  https://azure.microsoft.com/updates/application-insights-java-2x-retirement/                                                                                                                           Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Microsoft Genomics is being retired                                                                   We are retiring the Microsoft Genomics service, as Microsoft developed more flexible open-source genomics solutions that provide equivalent capabilities and much more. We encourage you to transition to Cromwell on Azure before the retirement date to experience these new capabilities.                                                                                                                                      Transition to Cromwell on Azure                                                                      Transition to Cromwell on Azure                                                                      https://go.microsoft.com/fwlink/?linkid=2286446                                                                                                                                              31b10544-83de-4d4d-bc71-fa5e83377ec8  Microsoft Genomics is being retired                                                                   https://azure.microsoft.com/updates/v2/Microsoft-Genomics-Service-Retirement                                                                                                                           Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
State Configuration (DSC) is being retired                                                            Azure Automation State Configuration is being retired; transition to Azure Machine Configuration.                                                                                                                                                                                                                                                                                                                                 Migrate to Azure Machine Configuration                                                               Migrate to Azure Machine Configuration                                                               https://learn.microsoft.com/azure/governance/machine-configuration/whats-new/migrating-from-azure-automation                                                                                 3a7dee11-21b2-42fc-abab-63225f751033  State Configuration (DSC) is being retired                                                            https://azure.microsoft.com/updates/v2/Planned-Service-Retirement-Azure-Automation-State-Configuration-16-September-2027                                                                               Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Explainability and Fairness Dashboard is being retired                                                The Explanation and Fairness Dashboard is retiring, transition to the Responsible AI Dashboard (generally available) by that date.                                                                                                                                                                                                                                                                                                Transition to the Azure Machine Learning Responsible AI Dashboard                                    Transition to the Azure Machine Learning Responsible AI Dashboard                                    https://learn.microsoft.com/azure/machine-learning/concept-responsible-ai-dashboard?view=azureml-api-2                                                                                       3a848e17-6ff0-4ddd-9620-a4752aefc0d2  Explainability and Fairness Dashboard is being retired                                                https://azure.microsoft.com/updates/aml-explanation-fairness-retirement/                                                                                                                               Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Background Removal Segment preview APIs is being retired                                              Azure AI Vision is retiring Image Analysis 4.0 Custom Image Classification, Custom Object Detection, Product Recognition and Segment (Background Removal) Preview APIs, and Spatial Analysis Edge container.                                                                                                                                                                                                                       Transition to Azure AI Custom Vision service                                                         Transition to Azure AI Custom Vision service                                                        https://go.microsoft.com/fwlink/?linkid=2285377                                                                                                                                              e2e1a1b8-9b63-40ce-83bc-08e6737599e0  Background Removal Segment preview APIs is being retired                                              https://azure.microsoft.com/updates/v2/azure-vision-api-retirements                                                                                                                                    Medium                <nil>           <nil>                  microsoft.advisor/recommendations
Web SDK Map Controls v1.xx is being retired                                                           Azure Maps Web SDK Map Controls Version 1.xx is retiring. Transition to Azure Maps Web SDK Map Controls Version 3.xx.                                                                                                                                                                                                                                                                                                             Migrate to Azure Maps Web SDK Map Controls Version 3.xx                                              Migrate to Azure Maps Web SDK Map Controls Version 3.xx                                              https://learn.microsoft.com/azure/azure-maps/web-sdk-migration-guide                                                                                                                         c5a9f2fd-3672-4912-9c48-0295e2a608b1  Web SDK Map Controls v1.xx is being retired                                                           https://azure.microsoft.com/updates/azure-maps-web-sdk-map-controls-version-1xx-will-be-retired-on-19-september-2026/                                                                                  Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Azure Pod identity v1 is being retired                                                                Pod Security Policy is being deprecated                                                                                                                                                                                                                                                                                                                                                                                           Migrate to pod security admission controller or Azure policy                                         Migrate to pod security admission controller or Azure policy                                         https://azure.microsoft.com/updates?id=pod-security-policy-is-being-deprecated-with-aks-125-and-20230601-api-version                                                                         ca2cf263-9d6c-4c3f-becc-445e7f513789  Azure Pod identity v1 is being retired                                                                https://azure.microsoft.com/updates/pod-security-policy-is-being-deprecated-with-aks-125-and-20230601-api-version/                                                                                     Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Classic alerts for Recovery Services vaults are being retired                                         Recovery Services vaults in Azure Backup are retiring.                                                                                                                                                                                                                                                                                                                                                                            Transition to built-in Azure Monitor alerts                                                          Transition to built-in Azure Monitor alerts                                                          https://azure.microsoft.com/updates?id=transition-to-builtin-azure-monitor-alerts-for-recovery-services-vaults-in-azure-backup-by-31-march-2026                                              cd54a1da-c8ee-4a90-b1ca-5cdb822d32a1  Classic alerts for Recovery Services vaults are being retired                                         https://azure.microsoft.com/updates/transition-to-builtin-azure-monitor-alerts-for-recovery-services-vaults-in-azure-backup-by-31-march-2026/                                                          Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Proxy support - Azure Functions is being retired                                                      Azure Functions Proxies are a limited subset of these capabilities that are no longer funded in to avoid duplication of functionality. Azure Functions Proxies will continue to remain in maintenance mode until 30 September 2025 after which they will no longer be supported.                                                                                                                                                  Transition to Azure API Management                                                                   Transition to Azure API Management                                                                   https://aka.ms/proxydeprecation                                                                                                                                                              d369a4ab-978b-428f-97a7-ba8441ad8f87  Proxy support - Azure Functions is being retired                                                      https://azure.microsoft.com/updates/community-support-for-azure-functions-proxies-will-end-on-30-september-2025                                                                                        Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
Public API (Azure Sphere) is being retired                                                            Azure Sphere Legacy service interfaces, including the Azure Sphere (Legacy) API (also known as PAPI), and the Azure Sphere (Legacy) CLI (also known as azsphere), is being retired.                                                                                                                                                                                                                                               Migrate to Azure Sphere (Integrated)                                                                 Migrate to Azure Sphere (Integrated)                                                                 https://go.microsoft.com/fwlink/?linkid=2289217                                                                                                                                              d76f2201-475e-4397-a654-43390f545dd4  Public API (Azure Sphere) is being retired                                                            https://azure.microsoft.com/updates/v2/Azure-Sphere-Legacy-Interface-Retirement                                                                                                                        Medium                <nil>           <nil>                  microsoft.subscriptions/subscriptions
